"County","City","Facility","Address","Vaccine Types","Appt Available","Scheduling Site","Info Website","Email","Phone","Instructions for Public","Walk-In Instructions","Last Updated"
"King","North Bend","SAFEWAY #27-1528","460 SW Mt Si Blvd, North Bend, WA 98045","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyNorthBend","","","","Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 11:22 AM"
"King","Redmond","GHISLAINE ROBERT, MD","8630 164th Ave NE Suite 20, Redmond, WA 98052","Unknown","true","","","CovidSportsMD@GMAIL.COM","","We do not currently have the vaccine at our office. Please email our office at CovidSportsMD@GMAIL.COM to be placed on the list. We will need your name, a phone number and eligibility to be included with the email. Once we receive the vaccine we will be scheduling eligible people based on the order received. Please do not call our office to inquire about additional dates.","","2/17/2021 7:20 PM"
"King","Redmond","REDMOND COSTCO","7725 188th Avenue NE, Redmond, WA 98052","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx9e07c/?&e_id=4995","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:15 AM"
"King","Renton","FRED MEYER PHARMACY 70100031","17801 108th Ave SE, Renton, WA 98055","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","425-235-5383","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/15/2021 8:51 AM"
"King","Renton","RENTON FAMILY PRACTICE","4300 Talbot Rd S, #103, Renton, WA 98055","Unknown","false","","https://Rentonfamilypractice.com","admin@kentfamilyclinic.com","","APPOINTMENT REQUIRED, Schedule online. No walk-ins, email, or calls please.","","2/10/2021 8:54 AM"
"King","Renton","UW Medicine/Valley Medical Center","400 S. 43rd Street, Renton, WA 98055","Unknown","false","","https://www.valleymed.org/COVID-19_Vaccine/","","(425) 690-3630","Due to low inventory, we are unable to schedule appointments at this time.","","2/21/2021 2:21 PM"
"King","Renton","FRED MEYER PHARMACY 70100459","365 Renton Center Way SW, Renton, WA 98057","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","425-204-5233","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/16/2021 8:06 PM"
"King","Seattle","Fred Hutchinson Cancer Research Center","1100 Fairview Ave N, Seattle, WA 98109","Unknown","false","https://www.solvhealth.com/book-online/AM8450","","","","","","2/20/2021 8:24 PM"
"King","Seattle","GREENLAKE PRIMARY CARE","6800 E. Green Lake Way N, Seattle, WA 98115","Unknown","false","","","covidvaxinfo@greenlakeprimarycare.com","","","","2/17/2021 7:21 PM"
"King","Seattle","HOLLY PARK","3815 S Othello St, Seattle, WA 98118","Unknown","true","https://www.ichs.com/appointment-for-the-covid-vaccine/","","covidvaccination@ichs.com","","We are currently vaccinating Phase 1A and 1B. Please visit our website to schedule an appointment.","","2/19/2021 10:03 AM"
"King","Seattle","ONE SKY FAMILY MEDICINE","6327 22nd Ave NE, Seattle, WA 98115","Unknown","false","","https://www.oneskyfamilymedicine.com","hello@oneskyfamilymedicine.sprucecare.com","","","","2/20/2021 11:56 AM"
"King","Seattle","QFC PHARMACY 70500999","4550 42nd Ave. SW, Seattle, WA 98116","Unknown","false","https://www.qfc.com/rx/guest/get-vaccinated","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/17/2021 7:21 PM"
"King","Seattle","SAFEWAY #27-1477","1423 NW Market St, Seattle, WA 98107","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyBallard","","","","Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 11:18 AM"
"King","Seattle","SAFEWAY #27-1508","3820 Rainier Ave S, Seattle, WA 98118","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyRainier","","","","Appointments are required. Please schedule on our website at https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyRainier. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 11:20 AM"
"King","Seattle","SAFEWAY #27-1993","2201 E Madison St, Seattle, WA 98112","Unknown","true","https://www.mhealthcheckin.com","","","","Appointments are required. Please schedule on our website at https://www.mhealthcheckin.com. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 11:29 AM"
"King","Seattle","Seattle Childrens","4800 Sand Point Way NE, Seattle, WA 98105","Unknown","false","","https://www.seattlechildrens.org/","","","","","2/21/2021 11:28 AM"
"King","Seattle","SEATTLE INFECTIOUS DISEASE CLINIC","509 Olive Way Suite 752, Seattle, WA 98101","Unknown","true","https://www.seattleidc.com/covid-vaccine.html","https://www.seattleidc.com/covid-vaccine.html","","(206) 682-3444","We will list vaccine availability and contacts on the website.","By appointment only currently","2/19/2021 9:21 AM"
"King","Seattle","Swedish First Hill","747 Broadway, Seattle, WA 98122","Unknown","false","","https://covidvaccineseattle.org/","","","","","2/21/2021 1:46 PM"
"King","Seattle","Virginia Mason Medical Center","925 Seneca St., Seattle, WA 98101","Unknown","false","","https://www.virginiamason.org/vaccinewaitlist","","","Please visit: Vaccine Wait List Registration on our website.","","2/19/2021 8:06 AM"
"King","Seattle","AURORA VILLAGE COSTCO","1175 North 205th Street, Seattle, WA 98133","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxymp9s/?&e_id=4997","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:03 AM"
"King","Seattle","SEATTLE COSTCO","4401 Fourth Ave S., Seattle, WA 98134","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx5hetv/?&e_id=4935","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:15 AM"
"King","Snoqualmie","Snoqualmie Valley Hospital","9801 Frontier Ave SE, Snoqualmie, WA 98065","Unknown","true","https://www.solvhealth.com/book-online/A4yalp.","https://snoqualmiehospital.org/","OccupationalHealth@SnoqualmieHospital.org","(425) 831-2300","Go to https://snoqualmiehospital.org/ to self-schedule","None","2/21/2021 9:16 AM"
"King","Tukwila","TUKWILA COSTCO","400 Costco Drive, Tukwila, WA 98188","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx5myxq/?&e_id=4975","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:18 AM"
"King","Vashon","VASHON NATURAL MEDICINE","19330 Vashon Hwy SW, Vashon, WA 98070","Unknown","false","","https://vashonnaturalmed.com","vashonnaturalmedicine@gmail.com","(206) 463-4778","email or call","","2/17/2021 7:21 PM"
"King","Woodinville","HAGGEN PHARMACY #3498","17641 Garden Way NE, Woodinville, WA 98072","Unknown","true","https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyWoodinville","","","","Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 9:12 PM"
"King","Woodinville","WOODINVILLE COSTCO","24008 Snohomish-wdville Rd, Woodinville, WA 98072","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx8554q/?&e_id=4979","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:21 AM"
"Kitsap","Bainbridge Island","Bainbridge Island Senior Center","370 Brien Dr SE, Bainbridge Island, WA 98110","Unknown","true","https://www.bainbridgewa.gov/1264/COVID-19-Vaccine-Information","","","","Vaccination clinic run by Bainbridge Island Community Pharmacy, City of Bainbridge Island, Bainbridge Island Fire Department and Bainbridge Prepares. Appointments are required. For more information, click here. Please do not call the Senior Center about vaccination dates. Please instead check the link above for appointment dates.","","2/17/2021 12:46 PM"
"Kitsap","Bremerton","St. Michael Medical Center Bremerton","2520 Cherry Ave, Bremerton, WA 98310","Unknown","true","","http://kcowa.us/vaccine","","","Vaccination clinic run jointly by Kitsap Public Health District, Kitsap County Emergency Operations Center, and other partners. For more information, including dates and registration process, visit: http://kcowa.us/vaccine","","2/17/2021 7:20 PM"
"Kitsap","Bremerton","The Gateway Center","2525 6th Street, Bremerton, WA 98312","Unknown","true","https://www.pchsweb.org/","","","360-475-3099","Vaccination clinic run by Peninsula Community Health Services. Appointments are required. Please schedule at our website using this link. Individuals without internet access can call 360-475-3099.","","2/17/2021 12:23 PM"
"Kitsap","Bremerton","FRED MEYER PHARMACY 70100171","5050 State Hwy 303 NE, Bremerton, WA 98311","Unknown","false","","","","","","","2/20/2021 10:27 AM"
"Kitsap","Poulsbo","SAFEWAY PHARMACY #3148","19245 10th Ave NE, Poulsbo, WA 98370","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyPoulsbo","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:30 AM"
"Kitsap","Silverdale","St. Michael Medical Center Silverdale","1800 NW Myhre Rd, Silverdale, WA 98383","Unknown","false","","https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html","","","Vaccine is provided by appointment only. Please visit: COVID 19 Vaccine to schedule an appointment If you have questions please call: 253-792-2385 8-4:30 seven days a week.","","2/21/2021 8:25 AM"
"Kitsap","Silverdale","SILVERDALE COSTCO","10000 Mickelberry Road NW, Silverdale, WA 98383","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx5r67s/?&e_id=5025","","","","Appointments are required. Please schedule using this link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:17 AM"
"Kittitas","Cle Elum","Cle Elum Centennial Center","719 E. 3rd Street, Cle Elum, WA 98926","Unknown","true","https://www.co.kittitas.wa.us/health/default.aspx","","","","APPOINTMENTS ARE REQUIRED. To schedule visit our website","","2/19/2021 2:38 PM"
"Kittitas","Ellensburg","Kittitas Valley Events Center","901 E. 7th Avenue, Ellensburg, WA 98926","Unknown","true","https://www.co.kittitas.wa.us/health/default.aspx","","","","APPOINTMENTS ARE REQUIRED. To schedule visit our link","","2/13/2021 9:53 AM"
"Kittitas","Ellensburg","Kittitas Valley Healthcare","603 S. Chestnut St., Ellensburg, WA 98926","Unknown","false","https://www.co.kittitas.wa.us/health/","https://www.co.kittitas.wa.us/health/","CovidVaccineScheduling@kvhealthcare.org","(509) 933-8315","A waitlist is available via the Kittitas County Public Health website.","All vaccines are by appointment only","2/21/2021 10:31 AM"
"Kittitas","Ellensburg","SAFEWAY #27-1630","400 N Ruby St, Ellensburg, WA 98926","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyEllensburg","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:25 AM"
"Kittitas","Ellensburg","FRED MEYER PHARMACY 70100652","201 S Water St, Ellensburg, WA 98926","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","509-962-0533","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/11/2021 8:57 AM"
"Klickitat","Goldendale","KCHD-Goldendale","228 W Main St # Msch14, Goldendale, WA 98620","Moderna","true","","","","(509) 773-4565","Please call to schedule an appt.","No walk-ins","2/20/2021 5:38 PM"
"Klickitat","Goldendale","Klickitat Valley Health","310 S Roosevelt, Goldendale, WA 98620","Unknown","false","","http://www.kvhealth.net/index.php/kvh/pages/covid-19-vaccine-information","","(509) 773-4029","Currently making a wait list for appointments for Klickitat County Residents in the current approved phase for vaccination only. Please go to FindYourPhaseWa.org and fill out the questionnaire, if you are eligible to receive the vaccine, you will get a confirmation. Once you have received confirmation that you are eligible, please call the KVH COVID-19 Hotline at (509) 773-4029 to be added to the wait list. The phone lines are open Monday-Friday from 8 a.m. to 4 p.m.","No walk-in Clinic at this time","2/21/2021 7:42 AM"
"Klickitat","White Salmon","KCHD-White Salmon","501 NE Washington St, White Salmon, WA 98672","Unknown","true","","","","(509) 493-1558","Please call to schedule an appt.","No walk-ins","2/20/2021 5:37 PM"
"Klickitat","White Salmon","NORTHSHORE MEDICAL GROUP - WS","65371 Hwy 14, White Salmon, WA 98672","Unknown","false","","https://Northshore-medical.com","","(509) 493-2133","call","","2/20/2021 1:03 PM"
"Klickitat","White Salmon","Skyline Hospital","211 Skyline Drive, White Salmon, WA 98672","Unknown","false","","http://myskylinehealth.org","","(509) 493-1051","We are only wait-listing people at this time.","","2/21/2021 10:19 AM"
"Lewis","Centralia","PMG SW WA CENTRALIA INT MED","1010 S Scheuber Rd, Centralia, WA 98531","Unknown","false","","","SWPMGCovidVaccineTeam@providence.org","","Please email for an appointment. Do not call or come in to our office to schedule a vaccine appointment. Thank you.","","2/21/2021 1:59 PM"
"Lewis","Centralia","SAFEWAY #27-1495","1129 Harrison Ave, Centralia, WA 98531","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyCentralia","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:19 AM"
"Lewis","Chehalis","Valley View Health Center","2690 NE Kresky Ave, Chehalis, WA 98532","Unknown","false","","","Covidphase@vvhc.org","","email","","2/20/2021 5:10 PM"
"Lewis","Morton","MORTON GENERAL HOSPITAL","521 Adams Avenue, Morton, WA 98356","Unknown","true","","","covidvaccine@myarborhealth.org","360-496-3777","Prioritized for residents or workers within the Lewis County Hospital District #1 and those due for 2nd doses. Vaccines are available by appointment only, and you may be placed on a waitlist at our clinics in Mossyrock, Morton, or Randle. Please call or email for appointments.","","2/17/2021 7:20 PM"
"Lewis","Winlock","VALLEY VIEW HC - WINLOCK","100 Cedar Crest Drive, Winlock, WA 98596","Unknown","false","","","Covidphase@vvhc.org","","email","","2/20/2021 5:08 PM"
"Lincoln","Davenport","North Basin - Davenport","100 3rd Street Suite 1, Davenport, WA 99122","Unknown","true","","","","(509) 725-7501","Only vaccinating phase 1A. Call Reception, let them know you are a 1A individual, ask to be scheduled.","","1/23/2021 10:53 AM"
"Lincoln","Odessa","Odessa Memorial Healthcare Center","502 E Amende Dr., Odessa, WA 99159","Unknown","false","","","oddrug@odessaoffice.com","(509) 982-2541","email or phone call","","2/19/2021 7:21 AM"
"Mason","Shelton","Fred Meyer Stores, Shelton","301 E. Wallace Kneeland Blvd, Shelton, WA 98584","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","360-432-5373","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/12/2021 3:15 PM"
"Mason","Shelton","Mason Health","901 Mt. View Drive, Shelton, WA 98584","Unknown","false","","https://www.masongeneral.com//about/covid-19","covidvaccine@masongeneral.com","(360) 432-3286","We are currently vaccinating individuals who qualify for Washington’s Phase 1A and Phase B1. Due to limited supply, all of our schedules are currently full. Please check this website regularly for updates.","No walk in appointments available. By appointment only.","2/21/2021 8:50 AM"
"Okanogan","Brewster","FHC BREWSTER JAY AVE MEDICAL","525 W Jay Avenue, Brewster, WA 98812","Moderna","false","https://myfamilyhealth.org/covid-vaccine/","","info@fhc.us","(800) 660-2129","Please complete the vaccine sign up form on website.","","2/20/2021 6:51 PM"
"Okanogan","Omak","OMAK CLINIC","916 Koala Dr., Omak, WA 98841","Unknown","false","","https://www.confluencehealth.org/","","","","","2/20/2021 9:54 AM"
"Okanogan","Omak","FAMILY HEALTH CENTERS OMAK","1003 Koala Ave, Omak, WA 98841","Unknown","false","https://myfamilyhealth.org/covid-vaccine/","","info@fhc.us","(800) 660-2129","Please complete the vaccine sign up form on website","","2/21/2021 7:28 AM"
"Okanogan","Tonasket","North Valley Hospital","203 S Western Ave, Tonasket, WA 98855","Unknown","true","https://www.nvhospital.org/covid-19","https://www.nvhospital.org","johnmcreynolds@nvhospital.org","(509) 486-3191","Spanish Language available. Please utilize online registration through website.","No walk-in available, by appointment only.","2/20/2021 6:18 PM"
"Okanogan","Twisp","FHC Twisp","541 W 2nd Ave, Twisp, WA 98856","Unknown","true","https://myfamilyhealth.org/covid-vaccine/","","info@fhc.us","(800) 660-2129","Please sign up for the vaccine on our portal","","2/19/2021 5:23 PM"
"Pacific","Ilwaco","Ocean Beach Hospital","174 1st Ave N, Ilwaco, WA 98624","Unknown","false","","http://PACIFIC COUNTY COVID-19 NEWS & RESOURCES - HOME","","","PACIFIC COUNTY COVID-19 NEWS & RESOURCES - HOME","","2/21/2021 12:15 PM"
"Pacific","Raymond","VALLEY VIEW HC - RAYMOND","300 Ocean Ave, Raymond, WA 98577","Unknown","false","","https://vvhc.org","Covidphase@vvhc.org","","email","","2/20/2021 5:09 PM"
"Pend Oreille","Newport","SAFEWAY #27-1159","121 W Walnut St, Newport, WA 99156","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyNewport","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/2/2021 8:07 AM"
"Pierce","Bonney Lake","BONNEY LAKE COSTCO","9801 204th Ave E, Bonney Lake, WA 98391","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx9nlzg/?&e_id=5001","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:04 AM"
"Pierce","Bonney Lake","Fred Meyer Pharmacy 70100041","20904 Highway 410, Bonney Lake, WA 98391","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-891-7333","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/10/2021 8:52 AM"
"Pierce","Bonney Lake","SAFEWAY #27-0544","21301 WA-410, Bonney Lake, WA 98391","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyBonneyLake","","","","Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 11:59 AM"
"Pierce","Eatonville","KIRK'S PHARMACY EATONVILLE","104 Mashell Ave N, Eatonville, WA 98328","Unknown","true","http://www.kirkspharmacy.com/covid-19","https://kirkspharmacy.com","covid19@kirkspharmacy.com","(360) 832-3121","Please schedule appointments for first and second doses on our website.","","2/20/2021 5:08 PM"
"Pierce","Fircrest","UNIVERSITY PLACE PEDIATRIC CLINIC","1033 Regents Blvd Suite 10, Fircrest, WA 98466","Unknown","false","","https://uppediatrics.com","nurse@uppediatrics.com","(253) 564-1115","Go to our website and click in the COVID-19 link","","2/19/2021 8:51 AM"
"Pierce","Gig Harbor","Franciscan Health St. Anthony Hospital","11567 Canterwood Blvd, Gig Harbor, WA 98332","Unknown","false","","https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html","","","Vaccine is provided by appointment only. Please visit our website to schedule an appointment If you have questions please call: 253-792-2385 8-4:30 seven days a week.","","2/21/2021 8:07 AM"
"Pierce","Gig Harbor","FRED MEYER PHARMACY 70100691","5502 Point Fosdick Drive, Gig Harbor, WA 98335","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-432-8830","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","1/30/2021 10:09 AM"
"Pierce","Gig Harbor","GIG HARBOR COSTCO","10990 Harbor Hill Dr, Gig Harbor, WA 98335","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxc6g1g/?&e_id=5043","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:08 AM"
"Pierce","Lakewood","Franciscan Health St. Clare Hospital","11315 Bridgeport Way SW, Lakewood, WA 98449","Unknown","false","","https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html","","","Vaccine is provided by appointment only. Please visit: our website to schedule an appointment If you have questions please call: 253-792-2385 8-4:30 seven days a week.","","2/21/2021 8:17 AM"
"Pierce","Lakewood","SAFEWAY #27-1645","10223 Gravelly Lake Dr SW, Lakewood, WA 98499","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyLakewood","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 8:18 PM"
"Pierce","Orting","MEDICAL CENTER OF ORTING","122 Washington Ave S, Orting, WA 98360","Unknown","false","","https://ortingfamilypractice.com/","ortingclinic@outlook.com","","APPOINTMENT REQUIRED, Schedule online. No walk-ins, email, or calls please","","2/4/2021 2:00 PM"
"Pierce","Puyallup","ALBERTSON'S PHARMACY #3106","11012 Canyon Rd E, Puyallup, WA 98373","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SavonPharmacyPuyallup","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 8:14 PM"
"Pierce","Puyallup","FRED MEYER PHARMACY 70100424","17404 Meridian E, Puyallup, WA 98375","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-445-7873","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/16/2021 9:25 AM"
"Pierce","Puyallup","FRED MEYER PHARMACY 70100265","1100 N Meridian, Puyallup, WA 98371","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","https://www.fredmeyer.com/rx/guest/get-vaccinated","","253-840-8183","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/12/2021 5:30 PM"
"Pierce","Puyallup","PUYALLUP COSTCO","1201 39th Ave. SW, Puyallup, WA 98373","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxdyzz0/?&e_id=5055","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:14 AM"
"Pierce","Spanaway","FRED MEYER PHARMACY 70100604","22303 Mountain Hwy E, Spanaway, WA 98387","Unknown","false","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","(253) 875-4033","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 10:53 AM"
"Pierce","Sumner","FRED MEYER PHARMACY 70100665","1201 Valley Ave E, Sumner, WA 98390","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","(253) 826-8433","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 12:36 PM"
"Pierce","Tacoma","ACTS PHARMACY AND HEALTHCARE SERVICES","1901 S Union Ave, Bldg B Suite 2011, Tacoma, WA 98405","Unknown","true","https://www.actspharmacy.com/covid-19-vaccine","","","","Vaccines are provided by appointment. Visit our COVID-19 vaccine link to schedule.","","2/13/2021 1:36 PM"
"Pierce","Tacoma","Franciscan Health St. Joseph Medical Center","1717 S. J. St, Tacoma, WA 98405","Unknown","false","","https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html","","","Vaccine is provided by appointment only. Please visit: our website to schedule an appointment If you have questions please call: 253-792-2385 8-4:30 seven days a week.","","2/21/2021 8:23 AM"
"Pierce","Tacoma","Fred Meyer Stores, Tacoma Pacific","7250 S. Pacific Ave, Tacoma, WA 98408","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-475-1994","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/12/2021 4:48 PM"
"Pierce","Tacoma","RANKOS PHARMACY","101 N Tacoma Ave, Tacoma, WA 98403","Unknown","false","","https://hipaa.jotform.com/203478848388171","rankoscovid@gmail.com","(253) 383-2411","Please email to make an appointment.","","2/17/2021 7:20 PM"
"Pierce","Tacoma","Sea Mar - Tacoma Cushman","1112 S. Cushman Ave., Tacoma, WA 98405","Unknown","true","","https://www.seamar.org/covid-vaccine","","","","Check https://www.seamar.org/covid-vaccine.html before going to a clinic to see which sites have vaccine available.","2/12/2021 4:50 PM"
"Pierce","Tacoma","TPCHD","3629 South D Street, Tacoma, WA 98418","Moderna","true","","http://tpchd.org","","","","","2/19/2021 8:16 PM"
"Pierce","Tacoma","VALMED","2702 1/2 N Proctor, Tacoma, WA 98407","Unknown","true","https://www.covid19tacoma.com/pre-register","","","(253) 444-5511","Pre-register through website.","","2/17/2021 7:21 PM"
"Pierce","Tacoma","FRED MEYER PHARMACY 70100390","4505 S 19th, Tacoma, WA 98405","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-752-9110","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/15/2021 2:12 PM"
"Pierce","Tacoma","FRED MEYER PHARMACY 70100605","6901 S 19th St, Tacoma, WA 98466","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-534-3033","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/17/2021 11:15 AM"
"Pierce","Tacoma","TACOMA COSTCO","2219 South 37th Street, Tacoma, WA 98409","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx8y0ns/?&e_id=4969","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:18 AM"
"Pierce","University P","UNIVERSITY PLACE MEDICAL CLINIC","4401 Bridgeport Way W., University P, WA 98466","Unknown","true","","","contact@universityplaceclinic.com","253-328-4088","","","2/1/2021 9:58 AM"
